540.207218	1340.840000	1188455.880000
822.560145	3885.780000	1809632.320000
994.802177	84624.030000	2188564.790000
1028.996145	3902.860000	2263791.520000
1069.008145	33834.420000	2351817.920000
1330.060886	3543.650000	2926133.950000
1391.544564	3841.400000	3061398.040000
1447.066355	4080.700000	3183545.980000
1458.640400	7484.620000	3209008.880000
1510.395814	4756.440000	3322870.790000
1636.186559	4663.330000	3599610.430000
1742.383255	6647.650000	3833243.160000
1871.017236	4927.910000	4116237.920000
2008.037814	6503.220000	4417683.190000
2069.225668	5884.660000	4552296.470000
2356.925573	9217.040000	5185236.260000
2550.938768	7840.590000	5612065.290000
2731.125927	9788.230000	6008477.040000
2751.807277	8507.570000	6053976.010000
3026.014845	8882.640000	6657232.660000
3362.882195	21072.380000	7398340.830000
3575.222341	28701.710000	7865489.150000
3792.397977	10008.460000	8343275.550000
3858.344668	10463.860000	8488358.270000
4319.634859	5886.930000	3974064.070000
4393.248605	12345.940000	9665146.930000
4560.520045	14545.660000	10033144.100000
4620.064295	13773.310000	10164141.450000
4756.643609	13161.560000	10464615.940000
5201.753582	21448.180000	11443857.880000
5405.910409	15430.100000	11893002.900000
6113.671605	18901.560000	13450077.530000
6196.483832	15293.910000	13632264.430000
7144.831768	40816.360000	15718629.890000
8554.346859	39678.840000	18819563.090000
8716.621880	9898.240000	8019292.130000
9415.712304	11452.350000	8662455.320000
10200.634380	11947.430000	9384583.630000
11283.854087	41665.200000	10381145.760000
11936.965909	44840.860000	26261325.000000
12528.994673	34533.770000	27563788.280000
13837.616259	37321.280000	30442755.770000
16550.499332	86204.550000	36411098.530000
19342.780927	50220.200000	42554118.040000
44263.227478	54277.360000	40722169.280000
