13.877875	247.200000	5551.150000
58.393875	2002.000000	23357.550000
156.336750	4060.500000	62534.700000
100.833000	2432.600000	40333.200000
140.545625	2331.300000	56218.250000
141.181125	2133.600000	56472.450000
109.749000	2860.600000	43899.600000
176.670875	2227.900000	70668.350000
171.247375	2112.400000	68498.950000
138.056500	2921.300000	55222.600000
204.391000	2441.700000	81756.400000
262.122000	1800.300000	104848.800000
180.225125	2391.500000	72090.050000
185.120500	2367.800000	74048.200000
185.947500	2532.700000	74379.000000
272.763500	2603.400000	109105.400000
219.697500	2114.300000	87879.000000
255.625750	2567.700000	102250.300000
284.927250	3658.900000	113970.900000
188.400000	1792.200000	75360.000000
287.908750	2455.200000	115163.500000
343.112000	2569.900000	137244.800000
267.370250	2699.200000	106948.100000
320.510000	2587.600000	128204.000000
225.732625	1967.300000	90293.050000
194.654375	2147.200000	77861.750000
185.616000	1572.100000	74246.400000
227.998750	2287.600000	91199.500000
213.515750	1896.600000	85406.300000
322.670750	2668.700000	129068.300000
354.315500	3120.600000	141726.200000
