7.220907	177.100000	5256.820000
32.323777	2022.000000	23531.710000
65.912624	1308.000000	47984.390000
70.164121	338.300000	51079.480000
74.589107	1956.600000	54300.870000
78.735810	2407.300000	57319.670000
79.703530	1893.200000	58024.170000
80.257995	682.000000	58427.820000
81.520357	1979.100000	59346.820000
83.819052	1255.600000	61020.270000
85.945165	1359.300000	62568.080000
88.644313	1307.300000	64533.060000
91.187555	2074.700000	66384.540000
94.320069	2135.200000	68665.010000
96.479643	1510.400000	70237.180000
104.252816	1137.100000	75896.050000
107.416360	1542.600000	78199.110000
110.338764	1203.200000	80326.620000
111.629739	1980.700000	81266.450000
117.805192	1880.100000	85762.180000
123.193489	920.000000	89684.860000
123.270316	1481.500000	89740.790000
131.111291	1685.500000	95449.020000
141.325591	776.830000	102885.030000
146.060618	3212.200000	106332.130000
147.703901	2123.000000	107528.440000
148.818297	1651.500000	108339.720000
195.763613	2624.050000	142515.910000
195.816415	1816.800000	142554.350000
210.282500	1337.950000	153085.660000
223.642706	2354.800000	162811.890000
229.251992	1071.400000	166895.450000
236.658874	2620.800000	172287.660000
237.119574	1517.400000	172623.050000
300.559148	2022.000000	218807.060000
318.365549	2617.350000	231770.120000
341.850343	2314.000000	248867.050000
