109.393391	3509.700000	240665.460000
159.343359	3509.700000	350555.390000
190.452523	4095.400000	418995.550000
209.239305	2087.900000	460326.470000
218.376377	3925.400000	480428.030000
335.194814	3509.700000	737428.590000
391.100441	3509.700000	860420.970000
402.540877	3003.200000	885589.930000
457.465341	5476.600000	1006423.750000
594.254864	5476.600000	1307360.700000
733.410077	3925.400000	1613502.170000
741.615173	3925.400000	1631553.380000
807.578332	4689.300000	1776672.330000
899.661068	3925.400000	1979254.350000
933.371509	7653.940000	2053417.320000
935.468132	5026.400000	2058029.890000
967.448805	3738.650000	2128387.370000
1013.800445	5385.950000	2230360.980000
1100.117786	5441.460000	2420259.130000
1152.385495	4689.300000	2535248.090000
1172.005559	5026.400000	2578412.230000
1253.703918	4795.690000	2758148.620000
1338.168755	6249.130000	2943971.260000
1543.911255	8914.400000	3396604.760000
1677.053650	5903.450000	3689518.030000
1681.143809	8426.680000	3698516.380000
1740.486909	8487.090000	3829071.200000
1880.389700	9019.410000	4136857.340000
1887.216727	7422.420000	4151876.800000
2069.605477	11536.880000	4553132.050000
2211.897482	12349.650000	4866174.460000
2220.426327	31727.500000	4884937.920000
2278.810768	14468.460000	5013383.690000
2326.341723	11968.580000	5117951.790000
2350.756459	10375.220000	5171664.210000
2427.809091	13787.750000	5341180.000000
2430.257368	11823.610000	5346566.210000
2455.033014	9787.200000	5401072.630000
2596.480959	39102.620000	5712258.110000
2634.733300	11918.020000	5796413.260000
3042.879991	13338.360000	6694335.980000
3141.494595	22962.880000	6911288.110000
3256.650477	15170.400000	7164631.050000
3321.472191	18112.120000	7307238.820000
3626.207686	15297.830000	7977656.910000
4694.993386	45362.340000	10328985.450000
5224.339895	43372.980000	11493547.770000
7269.332041	35069.980000	15992530.490000
8272.054814	37446.480000	18198520.590000
10002.178132	90313.980000	22004791.890000
10757.774505	54454.500000	23667103.910000
11632.583005	49861.200000	25591682.610000
15722.934523	67738.030000	34590455.950000
19294.390600	90992.430000	42447659.320000
