UserID,R,F,M
11724,280,1,37.819992
11728,254,1,0
11729,334,2,553.78
11735,237,1,445.38
11750,341,1,2364.7
11759,9,2,729.41003
11762,2,1,161.34
11763,40,1,180.67
11766,268,2,1546.64
11778,165,2,665.55
11785,109,1,75.63
11787,107,3,239.07999
11792,166,3,473.95
11803,4,1,800
11807,282,1,88.24
11832,141,3,2682.36
11833,32,1,78.99
11841,18,2,1856.3
11843,309,1,294.12
11847,20,2,0
11851,19,6,4287.8105
11865,32,1,12.61
11890,124,1,186.55
11899,10,1,5.880001
11909,223,1,302.52
11927,4,1,127.729996
11930,162,1,100.84
11946,258,1,184.87
11947,9,1,58.82
11954,362,1,151.26
11960,13,4,1123.95
11964,151,1,245.58
11965,33,1,414.28003
11970,335,1,133.60999
11999,330,1,73.11
12018,169,5,3116.81
12044,29,2,168.06
12066,127,4,276.06
12070,8,1,200
12074,74,4,15027.75
12077,267,2,47.06
12117,74,3,233.62
12120,260,1,252.1
12127,18,2,400
12141,187,3,1075.2201
12143,342,1,259.66
12149,257,1,52.94
12153,333,1,297.48
12160,166,1,158.82
12165,11,16,10750.239
12167,218,1,441.16998
12173,30,1,138.66
12209,211,1,1218.49
12212,230,1,155.47
12221,10,4,640.34
12228,193,1,201.68
12239,76,2,399.16998
12241,29,10,13693.287
12248,273,3,315.97
12256,20,1,197.48
12311,1,27,12389.942
12327,264,1,605.04
12329,79,11,10618.521
12335,4,2,-52.940002
12336,312,1,547.05
12346,279,1,105.04
12353,93,7,534.87
12358,170,5,638.66
12417,173,2,411.76
12422,91,1,289.92
12428,230,1,113.45
12439,345,1,212.18
12445,117,1,420.17
12446,341,1,294.12
12448,1,18,8401.499
12452,307,2,196.64001
12453,218,2,2542.02
12456,298,2,226.89001
12468,134,3,415.13
12486,109,11,3241.83
12500,214,1,100.84
12504,135,6,1404.2
12522,99,2,378.15
12544,85,1,121.85
12557,349,1,-40.330017
12564,173,1,95.8
12574,320,3,574.79004
12586,214,2,294.94998
12587,237,2,134.45
12588,337,1,11.770004
12614,25,1,75.630005
12626,298,1,256.31
12631,194,1,243.69
12634,22,3,2021.8301
12655,153,1,175.21
12681,362,1,388.24
12684,327,1,110.93
12715,4,1,84.03
12728,271,3,2001.6699
12732,222,4,302.51996
12739,67,2,1046.22
12754,10,10,7263.9097
12755,41,1,365.55
12756,254,1,739.5
12785,158,4,633.61
12789,75,2,865.54004
12793,344,1,70.59
12797,8,1,50.42
12825,340,1,697.48
12831,224,1,516.81
12837,88,1,7.62939E-06
12840,155,2,789.07996
12865,173,3,386.56
12883,165,1,85.71
12895,4,2,26.470001
12909,174,1,271.02
12915,333,1,45.379997
12916,39,8,3652.5198
12930,237,1,281.52
12936,1,8,7642.6196
12939,162,1,55.46
12943,79,1,508.40002
12946,33,1,1890.76
12951,20,3,1448.32
12955,54,7,8785.71
12963,235,1,63.03
12980,78,3,1130.24
12981,120,1,415.96
12998,163,5,1010.91003
13018,141,1,1841.5801
13028,239,1,210.08
13038,15,5,571.02
13042,348,1,50.42
13043,75,1,142.86
13046,167,15,10584.899
13063,141,1,40.34
13077,46,5,703.36
13090,225,1,348.74
13094,183,1,142.86
13101,247,1,212.39
13109,95,1,660.92
13123,78,1,193.28
13124,129,1,610.62
13127,32,1,84.03
13133,333,1,378.15
13134,82,5,2287.4
13144,165,1,218.91
13157,125,1,-50.42
13160,174,1,289.38
13162,257,2,871.43
13172,113,2,610.61
13173,8,2,923.53
13175,252,1,983.17993
13184,96,4,2278.76
13221,130,1,191.18
13228,202,1,268.90002
13232,212,2,166.39
13237,183,1,81.93
13253,81,1,109.240005
13261,352,1,1003.35
13264,37,1,86.130005
13316,183,1,773.95
13317,144,1,158.82
13326,30,6,3654.17
13336,12,59,3994.8909
13341,349,1,255.46
13353,179,1,55.46
13358,41,1,718.49
13361,4,2,326.89
13381,333,2,244.54999
13403,233,1,-120.58
13405,3,12,6121.8604
13409,95,1,924.37
13417,1,2,1161.35
13423,70,4,2227.31
13428,351,1,718.49
13449,68,2,211.76
13451,60,1,126.05
13452,194,1,109.24
13455,214,1,1273.11
13461,144,1,100.84
13467,109,1,71.43
13482,26,1,182.35
13512,277,1,0
13520,0,3,1344.55
13521,7,2,728.57
13523,160,1,52.94
13567,309,2,168.91
13568,74,4,1686.5402
13574,8,4,2122.6902
13575,324,1,161.34
13577,2,2,615.55
13605,361,1,189.08
13627,1,2,172.69
13633,222,1,936.97
13638,317,1,57.98
13640,351,2,168.91
13647,9,12,2175.2102
13653,334,1,-31.09
13666,250,1,367.65
13672,211,1,27.730003
13692,173,2,210.08
13702,148,1,75.63
13709,323,1,292.44
13711,140,3,1560.51
13727,20,1,242.02
13744,0,2,290.76
13748,319,1,171.43
13786,15,1,-61.76
13809,15,1,47.06
13817,4,9,7023.5303
13834,345,1,30.25
13842,194,1,264.7
13859,128,5,1951.26
13867,179,8,3352.7202
13880,1,1,58.82
13888,27,2,492.44
13890,40,7,5639.4995
13900,174,1,132.77
13919,91,4,478.15997
13920,13,4,820.17
13941,215,2,773.11
13943,321,1,20.17
13948,47,6,850.42993
13956,354,1,172.27
13966,172,2,619.46
13971,34,1,100.84
13978,341,1,486.56
13997,351,1,105.04
13999,91,1,214.29
14010,2,16,2173.97
14026,230,1,873.94995
14027,348,1,645.38
14031,363,1,277.31
14057,148,5,1053.78
14080,11,7,3105.0298
14096,334,2,1431.93
14113,337,1,231.09
14132,194,1,84.03
14149,328,2,397.47998
14167,363,1,718.48
14175,18,1,1415.13
14179,284,1,415.97
14185,70,1,84.03
14199,168,1,131.09
14202,81,3,558.82
14207,97,6,1390.35
14226,202,2,521.01
14232,173,4,678.15
14246,349,1,8.400002
14251,69,2,911.76
14255,28,7,263.02002
14265,95,4,945.37
14281,312,1,178.15001
14296,7,1,94.12
14335,201,4,1872.2601
14349,0,1,532.35
14385,326,1,52.94
14388,81,1,180.67
14398,19,1,-397.9
14427,28,8,2711.3604
14468,356,1,1615.96
14497,120,1,176.47
14507,333,1,136.13
14508,214,1,201.68
14514,0,1,207.56
14522,256,2,100.84
14534,125,1,29.41
14544,18,2,355.04
14547,218,1,233.19
14590,85,2,435.3
14592,347,1,219.33
14599,56,1,81.93
14611,211,1,478.99
14626,32,1,452.94
14657,282,1,1284.46
14663,1,3,777.74
14665,210,1,352.94
14675,16,1,26.470001
14678,124,1,231.94
14686,148,1,51.68
14687,142,1,267.23
14702,292,5,89.910034
14733,1,1,902.52
14734,246,1,80.67
14745,3,12,6142.4497
14750,43,3,130.68
14760,166,1,95.8
14761,0,27,5766.79
14762,130,1,37.82
14783,103,3,457.99
14803,2,1,0
14807,2,1,11.769997
14809,334,1,42.02
14818,186,1,563.03
14821,180,1,98.32
14837,319,1,98.32
14844,329,2,375.62997
14845,61,1,21.010002
14862,218,3,1381.51
14877,15,1,523.53
14883,354,1,634.44995
14888,19,5,285.74
14895,125,1,600
14905,4,4,2533.6099
14913,103,2,173.95999
14920,81,5,1135.7098
14922,125,1,120.18
14924,315,1,1168.0701
14925,15,3,1689.9099
14953,11,12,1278.99
14962,348,1,37.82
14964,85,1,502.09
14985,181,2,531.93
14986,363,1,42.02
14996,239,1,130.25
15012,132,1,80.67
15014,71,4,912.63007
15021,102,1,283.2
15025,26,3,419.33002
15034,133,4,404.2
15035,162,1,121.01
15039,120,1,126.05
15041,36,1,121.85
15044,265,1,146.22
15068,25,1,252.53
15079,23,3,114.28
15095,7,4,2722.6997
15103,222,1,71.43
15114,221,2,340.33
15115,159,1,589.92004
15144,158,1,647.9
15147,25,2,230.25
15156,131,1,339.5
15161,13,7,1942.0001
15174,347,1,118.49
15210,221,3,577.31
15220,50,2,2181.09
15233,104,9,2870.98
15244,196,3,373.95
15252,200,1,109.24
15276,211,1,0
15288,337,2,273.11
15293,7,2,300
15313,305,1,121.85
15315,169,1,12.61
15335,155,1,264.7
15361,3,6,2210.92
15390,347,1,378.14
15415,10,4,237.82
15438,258,4,1352.94
15440,330,1,113.45
15442,230,1,299.16
15460,249,1,58.82
15464,247,1,132.74
15470,223,1,138.66
15523,60,6,2303.38
15530,159,1,408.4
15547,119,1,31.93
15550,144,2,289.91998
15562,130,6,3039.4297
15570,118,2,1426.8899
15583,182,1,403.36
15592,355,1,438.66
15595,363,1,0
15611,224,1,50.42
15626,160,3,470.60004
15644,344,1,54.62
15657,210,1,210.08
15660,7,2,620.16
15664,327,1,142.86
15668,270,2,920.16003
15672,106,4,11465.592
15682,109,1,193.28
15686,85,3,1583.62
15687,97,1,1159.66
15697,188,1,126.05
15707,68,8,1919.1202
15710,90,11,2978.1602
15725,54,4,1340.3401
15726,230,1,201.68
15746,186,1,327.43
15768,355,1,118.49
15802,21,4,2579.83
15835,88,3,1298.3099
15836,137,1,277.31
15854,285,1,44.12
15886,93,1,563.02997
15890,18,6,2547.8
15891,343,1,579.83
15897,215,1,88.24
15921,83,3,1302.52
15926,63,6,1312.1799
15929,20,2,214.27998
15943,20,10,3068.5002
15944,7,1,473.53
15981,97,2,738.66003
16012,208,1,21.010002
16029,214,1,134.45
16038,221,1,214.29001
16061,258,1,231.09
16070,32,3,2893.28
16084,254,1,294.12
16095,139,1,63.03
16099,10,1,220.17
16105,2,1,92.44
16107,153,5,1403.7799
16113,39,1,130.25
16131,13,9,4427.9404
16138,355,1,221.85
16147,165,2,935.29
16159,40,12,4407.56
16166,10,3,1060.5
16192,120,3,410.46002
16200,225,1,710.08
16208,28,7,1074.3901
16220,169,1,254.63
16225,0,28,13943.291
16226,11,1,214.71
16265,21,9,3615.58
16276,97,2,427.73
16287,257,1,0
16292,132,2,1225.21
16304,240,1,132.74
16305,180,2,1076.47
16317,2,2,-113.45
16328,9,16,2902.11
16331,1,11,4837.4106
16338,252,1,121.85
16340,29,2,235.3
16355,224,1,218.49
16365,169,1,130.25
16380,193,2,245.37
16409,13,2,406.72
16445,200,2,1516.81
16453,260,2,672.27
16459,26,6,1343.69
16476,147,1,320.17
16479,175,1,900
16489,151,3,538.25006
16523,180,1,147.06
16529,125,1,37.82
16544,201,1,75.63
16549,230,2,75.63
16564,186,1,298.32
16579,181,4,1407.56
16585,194,1,1226.8899
16589,141,2,1444.5399
16591,15,13,3194.5798
16599,363,1,400.83002
16614,123,3,1965.9598
16625,135,5,1296.21
16629,127,1,1159.6699
16641,2,6,1299.1599
16648,189,1,28.569992
16680,85,4,1393.28
16689,50,1,210.08
16691,67,1,105.04
16698,230,1,634.45
16700,321,2,130.25
16720,329,1,590.75
16726,75,7,4310.07
16734,1,3,590.33997
16738,222,1,96.64
16740,4,10,2275.19
16749,219,3,317.65
16773,20,1,30.25
16778,284,2,563.44
16779,159,2,607.55994
16786,14,3,3372.2598
16787,0,1,205.88
16789,357,1,210.08
16821,239,33,6613.9775
16830,4,15,6854.64
16833,190,1,348.74
16860,237,1,483.19
16865,256,1,634.45
16872,258,1,126.05
16887,349,1,393.28
16895,162,1,80.67
16899,85,3,926.89
16906,236,1,142.86
16908,11,1,64.71
16923,347,2,1122.7
16932,168,2,298.74
16936,270,1,558.82
16945,83,1,302.52
16956,2,10,3934.85
16966,11,3,3902.0898
16979,15,5,2525.62
16983,190,1,176.47
16987,8,3,2705.02
17007,180,1,100
17008,67,4,966.38995
17027,135,1,633.19995
17032,155,2,289.91998
17044,222,1,268.91
17045,337,2,405.88
17046,194,3,2910.9302
17053,13,1,138.24
17060,174,4,949.58997
17098,1,1,2.9399872
17101,245,2,-41.180023
17115,243,2,415.96
17128,113,2,742.86
17133,359,1,218.49
17137,161,1,0
17160,199,1,44.25
17177,232,3,1088.67
17184,99,1,60.5
17191,26,1,222.69
17210,8,1,282.35
17217,222,1,134.45
17219,343,1,102.52002
17222,176,1,50.42
17243,32,3,1072.27
17251,159,1,98.32
17261,355,1,16.809982
17262,361,1,806.73004
17267,30,1,111.76
17289,156,1,519.33
17315,159,1,127.43
17325,252,2,878.57
17351,18,12,30418.912
17356,256,1,25.21
17362,351,2,703.36
17373,335,1,1409.24
17397,10,1,176.47
17402,74,3,378.15
17413,312,1,0
17432,84,1,105.04
17435,126,2,121.850006
17436,204,1,159.66
17444,0,2,449.58002
17465,303,1,126.05
17499,172,2,227.73
17512,250,1,63.03
17517,301,1,378.14
17520,119,3,218.49002
17525,162,1,110.92
17550,47,1,491.6
17555,8,1,176.47
17558,68,1,16.81
17596,158,1,220.59
17602,361,1,613.45
17658,169,1,249.58
17660,274,2,75.63
17676,286,1,243.7
17681,243,1,109.24
17688,201,1,193.28
17713,208,1,109.24
17720,155,4,2012.18
17721,102,2,-0.84000015
17724,193,1,1130.25
17727,36,13,16130.652
17736,163,4,974.79004
17737,236,2,226.89
17739,15,2,101.26001
17747,18,13,14241.16
17753,2,3,1018.49005
17755,274,1,184.87
17766,67,1,697.48
17773,347,1,634.45
17779,351,1,665.98
17800,25,1,82.35
17816,163,1,63.03
17824,183,5,672.26996
17827,110,4,918.8401
17841,358,1,403.36
17849,259,1,92.44002
17865,284,2,192.44
17890,298,1,1002.50995
17923,15,5,1769.74
17946,169,2,834.45
17949,4,5,753.35004
17961,123,1,50.42
17968,323,3,690.76
17974,211,1,58.82
17988,36,1,342.86
17992,1,9,2605.8896
17997,312,1,747.9
18011,299,1,0
18017,351,1,325.21002
18024,111,1,260.5
18030,0,5,982.1099
18037,250,1,726.89
18048,211,5,3957.1301
18060,1,1,1294.12
18074,76,6,1026.9102
18105,135,2,133.61
18110,82,2,693.28
18116,96,2,1231.94
18130,181,1,675.63
18133,23,1,249.57
18144,356,1,-4.199997
18160,85,3,1265.55
18174,153,1,26.89
18205,317,1,176.47
18223,329,1,1111.77
18238,146,1,55.46
18241,172,3,1201.6799
18242,293,1,178.99
18246,97,5,819.33
18248,323,1,347.9
18255,208,1,252.1
18269,7,2,729.41
18278,271,2,1896.6501
18281,97,3,2574.3699
18292,274,2,100.84001
18302,25,1,138.24
18306,163,3,473.95
18312,7,1,237.39
18323,240,2,1630.25
18329,11,6,7367.6196
18339,72,11,7160.638
18344,347,1,87.4
18345,191,1,147.06
18353,257,1,336.13
18363,237,2,1050.4199
18371,256,1,701.68
18382,7,5,1238.23
18386,81,9,1931.88
18388,345,1,1256.3
18390,232,1,373.95
18403,199,1,88.5
18406,148,1,337.82
18423,256,1,41.6
18431,135,1,60.5
18436,306,1,1000
18437,200,1,306.72
18438,32,1,142.85
18457,8,2,273.11002
18459,165,1,600
18472,4,1,288.24
18478,28,2,210.08
18509,118,1,855.05005
18528,176,2,44.120003
18529,202,1,77.31
18533,7,1,335.29
18541,4,14,4937.8203
18550,190,1,268.91
18563,272,1,79.83
18570,258,2,974.79
18572,345,1,94.54
18581,19,2,105.04
18591,307,2,67.23
18600,280,1,268.91
18617,216,1,289.91
18630,307,1,348.74
18655,26,1,102.94
18658,12,1,0
18660,48,7,13983.199
18667,68,16,4547.6997
18675,26,1,-16.810013
18686,315,1,262.18
18687,62,5,6281.9497
18696,56,1,161.34
18702,169,2,396.65
18707,142,1,193.28
18714,1,2,253.79
18726,182,1,88.24
18730,327,1,205.87
18741,25,5,356.12003
18742,187,1,100.84
18760,7,1,152.94
18765,228,2,385.72
18778,13,5,729.32996
18779,134,2,2245.37
18789,3,32,29899.291
18797,154,3,446.22
18798,0,3,1184.0399
18799,153,2,193.28
18807,67,5,1573.1101
18817,334,1,191.6
18864,169,1,140.75
18865,129,6,1841.59
18883,250,1,95.8
18896,342,1,231.09
18908,289,1,260.5
18915,319,2,119.75001
18982,183,1,172.27
18986,43,5,450.84
18987,344,1,134.45
19001,224,1,92.44
19007,51,1,224.37
19018,62,5,2000.4299
19021,176,1,456.3
19023,1,1,532.35
19030,139,1,83.19
19044,168,2,473.94998
19049,113,1,0
19052,230,2,1827.73
19066,48,1,413.87
19073,251,1,130.25
19076,7,5,2331.0996
19080,18,3,719.45
19084,162,1,186.55
19094,112,1,198.32
19098,2,9,2884.3804
19102,340,1,852.94
19116,23,1,2697.4797
19119,77,2,358.82
19120,153,1,1730.26
19144,13,5,13933.65
19147,9,5,2419.76
19148,43,9,2004.5898
19161,145,3,1994.0999
19168,158,1,50.42
19180,228,2,495.8
19191,90,3,2412.61
19207,175,2,1480.6699
19223,14,3,1431.9401
19237,91,1,50.42
19244,0,12,1878.1498
19255,128,1,92.44
19262,249,1,42.02
19269,0,2,1050.4199
19287,284,2,334.46
19302,329,1,108.4
19322,161,2,108.4
19324,321,1,957.15
19352,354,1,147.06
19361,162,1,96.64
19362,14,2,676.47
19363,298,1,247.9
19375,214,1,151.26
19393,8,12,6464.2993
19400,309,1,-7.550003
19404,224,1,285.72
19406,333,1,809.24
19413,111,1,2997.4702
19417,166,1,257.98
19450,77,16,14494.989
19452,84,1,33.61
19454,329,2,-8.400009
19458,26,1,414.71
19459,33,13,2394.51
19463,72,3,562.18
19482,326,1,123.53
19488,197,3,1228.99
19508,356,2,277.31
19523,252,3,1493.2799
19525,10,1,80.67
19536,85,3,494.12
19537,340,2,2230.2603
19539,62,3,1428.5701
19553,181,1,1831.1
19558,322,1,123.95
19561,12,4,2750.42
19564,0,4,2273.9502
19565,312,1,75.63
19586,22,10,941.62006
19598,151,4,3081.5198
19599,15,5,2424.8
19610,316,1,0
19628,117,6,534.46
19638,316,4,632.77
19643,176,3,450.83997
19655,287,1,0
19662,155,1,92.92
19663,239,1,718.49
19680,49,10,2053.3699
19693,151,2,75.64
19702,110,3,537.82
19707,284,1,0
19711,321,1,231.09
19712,68,4,3407.5498
19717,1,1,94.12
19737,225,1,138.66
19756,7,6,746.21
19760,53,1,147.9
19765,25,7,3613.89
19818,299,1,579.82996
19826,82,2,245.37
19830,160,3,487.40997
19838,18,9,587.39
19843,166,1,42.86
19851,229,1,432.77
19858,328,1,113.45
19866,263,1,201.68
19869,65,1,128.15002
19875,131,1,1064.28
19881,75,3,614.29
19885,354,1,273.11
19889,11,1,134.45
19893,0,2,461.34003
19894,197,2,583.2
19897,350,1,83.19
19899,14,1,1035.29
19900,292,1,256.3
19902,117,3,508.41
19909,68,1,373.11
19930,160,2,270.16
19933,161,2,9.23999
19938,8,10,7073.5386
19957,16,2,582.77
19972,252,1,132.74
19987,309,1,7.5699997
19998,263,1,25.21
20009,20,3,1423.53
20012,333,1,181.51
20017,138,3,372.57
20033,97,3,3173.9502
20044,155,1,154.87
20057,160,1,411.76
20066,165,1,33.19
20081,338,1,37.82
20094,243,2,2345.11
20098,249,1,185.84
20123,236,1,292.04
20127,186,2,201.77
20132,227,1,0
20158,146,5,590.69995
20168,206,1,132.74
20172,205,1,39.82
20173,205,1,106.19
20175,204,1,256.64
20176,204,1,376.11
20182,202,1,230.08
20192,200,1,154.87
20205,196,1,349.56
20221,192,1,115.04
20226,191,1,88.5
20228,180,2,599.12
20237,187,1,132.74
20271,181,1,92.92
20273,181,1,44.25
20287,178,1,183.19
20307,174,1,194.69
20351,167,1,185.84
20356,166,1,350.44
20367,165,1,305.31
20375,164,1,238.94
20383,162,1,496.46002
20386,162,1,69.03
20405,159,1,400.89
20421,155,3,647.76996
20427,127,2,255.75
20452,153,1,361.06
20487,148,1,92.92
20502,146,1,169.91
20516,141,2,154.87
20520,143,1,122.12
20521,143,1,172.57
20535,142,1,151.33
20547,138,2,508.42
20548,130,2,89.39001
20563,139,1,230.09
20587,137,1,106.19
20600,134,1,168.14
20612,132,1,66.37
20629,131,1,79.65
20630,130,2,635.4
20640,127,1,44.25
20644,126,1,44.25
20668,122,1,44.25
20674,121,1,163.72
20686,118,1,207.96
20698,115,1,477.88
20709,112,1,66.37
20740,102,1,49.56
20745,98,1,703.54
20756,95,1,181.41
20758,92,1,101.77
20767,160,1,0
20777,169,2,521.85
20783,26,1,105.04
20803,8,29,26934.484
20806,112,1,176.47
20813,21,1,117.65
20817,57,3,384.87003
20822,78,8,6179
20849,186,1,121.85
20895,169,1,347.90002
20935,162,3,118.49
20941,183,2,957.99
20961,331,2,-42.86
20972,305,1,331.93
20978,96,3,75.630066
20994,7,4,1412.61
21008,152,3,400.84
21009,62,1,0
21017,7,1,85.29
21027,358,1,171.42001
21038,68,3,2167.23
21049,362,1,88.24
21056,358,1,0
21058,216,2,316.81
21069,355,1,12.599991
21070,354,1,138.66
21075,170,3,605.04004
21083,350,1,47.9
21090,349,1,0
21093,349,1,136.13
21105,347,1,627.73
21115,344,1,0
21119,343,1,30.25
21128,338,1,201.68
21129,337,1,45.37999
21162,320,1,229.42
21175,313,1,655.45996
21183,305,3,113.439995
21190,305,1,392.43002
21213,251,2,4.2000046
21247,232,1,138.66
21259,224,1,138.66
21264,113,2,487.40002
21273,215,1,210.08
21278,209,1,138.66
21286,208,1,155.46
21297,200,1,336.14
21318,169,1,98.32
21321,63,2,417.64
21329,155,3,781.51
21336,159,2,196.64
21351,153,1,95.8
21369,140,1,231.09
21372,134,1,239.5
21377,130,1,32.770004
21379,125,1,0
21401,102,1,260.5
21407,95,1,147.06
21415,81,1,441.16998
21418,75,1,21
21428,7,2,98.740005
21437,41,2,852.09
21451,47,1,151.26
21454,43,1,92.44
21466,30,1,-348.74
21481,16,1,0
21502,7,1,220.17
21513,0,1,147.06
21517,0,1,928.57
21543,110,7,859.26
21547,208,2,969.74
21549,65,1,310.92
21551,236,1,529.41003
21589,55,8,658.4
21603,167,1,133.61
21604,169,2,890.3501
21640,1,1,182.35
21643,363,1,105.04
21646,82,5,826.48
21660,2,2,718.48004
21676,307,1,0
21678,312,1,178.99
21684,189,1,302.52002
21703,116,1,243.7
21757,312,1,130.25
21777,308,1,617.65
21789,89,9,1497.05
21790,51,1,12.610001
21795,97,1,268.91
21799,74,1,193.28
21800,343,1,52.94
21815,167,1,57.98
21830,340,1,579.83
21839,148,4,709.24
21876,81,1,142.86
21890,243,2,247.9
21891,95,2,299.58
21894,2,2,681.08997
21911,363,1,37.809998
21934,308,2,8.400002
21943,354,1,-46.210007
21988,237,3,412.36
21998,347,1,156.3
22006,347,1,350.42
22024,344,1,63.03
22061,334,1,277.31003
22069,333,1,249.58
22072,331,1,-42.86
22074,330,1,320.17
22086,327,1,107.57
22089,326,1,115.97
22103,202,2,494.12
22108,316,1,231.09
22111,163,2,282.35
22122,309,1,654.62
22124,308,1,252.1
22135,300,1,211.77
22152,279,1,1050.42
22154,285,1,92.44
22167,277,1,79.83
22178,260,1,848.75
22183,259,1,525.22
22206,243,1,197.48
22215,235,1,197.48
22217,232,1,226.89
22221,230,1,184.87
22223,229,1,226.89
22232,224,1,315.13998
22234,27,5,815.1201
22248,218,1,109.24
22290,207,1,1260.08
22293,204,1,231.09
22302,18,8,2918.9
22308,198,1,126.05
22310,186,3,710.07996
22321,193,1,184.87
22327,190,1,92.44
22328,190,1,121.85
22345,181,1,201.68
22361,174,1,142.86
22365,172,1,155.46
22368,169,1,126.05
22371,62,2,303.36
22397,90,2,336.13
22414,160,1,209.25
22416,156,2,127.73
22437,149,1,22.68
22442,148,1,242.02
22443,147,1,60.5
22455,144,1,262.18
22483,132,1,50.42
22504,125,2,284.88
22506,125,1,88.24
22521,118,1,180.67
22534,109,1,119.74
22537,104,2,1067.21
22548,102,1,1340.7499
22575,85,2,474.79004
22581,83,1,420.17
22588,18,2,493.7
22589,81,1,50.42
22604,62,1,193.28
22610,55,1,4.199997
22624,36,3,1442.44
22625,46,1,109.24
22640,34,1,0
22645,25,3,3397.06
22649,30,1,218.49
22668,21,1,158.82
22669,20,1,85.29
22673,14,2,237.82
22675,19,1,129.41
22697,13,1,539.07
22704,11,1,411.76
22711,11,1,123.53
22725,8,1,320.59
22727,8,1,108.82
22751,2,1,152.94
22754,2,1,-58.82
22757,2,1,28.989998
22768,0,1,11.7599945
22771,0,1,67.23
22783,240,1,126.05
22794,19,16,12030.211
22797,11,1,367.65
22798,179,6,1202.1101
22814,39,1,264.71
22815,362,1,390.75
22865,15,1,1708.82
22867,235,3,1903.36
22876,263,1,193.28
22881,53,5,3152.64
22883,230,1,405.46
22899,238,1,264.71002
22901,352,1,54.62999
22905,134,1,174.79
22920,131,1,368.07
22925,358,1,284.87
22937,42,1,397.9
22953,293,1,37.82
22954,41,4,426.46997
22957,235,1,46.22
22962,347,1,147.04999
22970,32,1,1337.8201
22972,117,1,544.25
22977,114,3,1028.57
22980,169,1,30.25
22995,60,3,642.43
23010,167,1,701.68
23025,246,1,294.12
23028,0,1,155.46
23039,53,3,2443.29
23048,328,1,294.96
23061,344,1,335.29
23063,217,2,180.67
23075,4,1,105.88
23083,134,3,615.97003
23084,57,1,222.69
23099,176,1,173.95
23114,181,1,105.88
23123,172,2,665.55
23130,334,1,317.65
23134,207,1,75.629974
23136,323,1,193.28
23140,246,1,63.03
23150,83,3,432.77002
23152,162,2,245.38
23178,252,1,105.04
23185,26,2,1693.2803
23215,295,1,105.04
23222,1,1,67.23
23227,141,2,599.99
23236,179,1,216.81
23243,201,1,33.61
23249,267,1,33.61
23280,172,3,211.76
23284,4,1,0
23292,156,1,128.57
23301,162,2,180.54
23303,208,1,214.29
23308,162,1,294.12
23317,32,2,1105.88
23318,277,1,256.3
23333,333,1,83.19
23338,168,2,1310.91
23364,172,1,231.94
23385,10,3,1887.8401
23392,8,1,0
23399,202,2,331.94
23404,155,2,1653.78
23407,190,2,243.70001
23431,362,1,483.19
23437,361,1,504.21
23452,358,1,134.45
23499,347,2,60.5
23512,112,3,36.98999
23532,316,1,632.77
23545,349,1,60.5
23557,142,2,379.83002
23561,348,1,80.67
23562,348,1,768.92
23563,348,1,146.22
23579,173,2,1770.6
23587,347,1,80.67
23600,201,3,929.4199
23644,341,1,655.46
23648,341,1,136.13
23673,338,1,236.97
23679,338,1,0
23709,334,1,156.3
23718,333,1,478.99
23725,328,1,418.49
23729,330,1,3902.5098
23743,328,1,332.77002
23749,328,1,-108.4
23751,327,1,88.24
23753,327,1,138.66
23758,326,1,1571.42
23766,324,1,12.599998
23772,323,1,136.13
23784,321,1,226.89
23790,320,1,594.95996
23792,320,1,211.76
23794,74,2,1615.1299
23796,320,1,199.16
23801,319,1,231.09
23816,314,1,1616.8201
23838,308,1,264.7
23843,307,1,105.04
23849,306,1,272.27
23855,305,1,109.23999
23862,302,1,52.100002
23879,279,2,537.82
23902,284,2,361.34
23903,278,2,415.97
23905,280,1,231.09
23909,278,1,138.66
23932,266,1,96.64
23934,265,1,533.61
23991,252,1,100.84
23998,251,1,25.219997
24001,250,1,231.09
24031,240,1,75.63
24037,187,2,2010.9299
24043,238,1,861.35
24045,236,1,130.25
24049,235,1,130.25
24053,235,1,693.28
24076,211,2,116.810005
24082,223,3,1323.95
24084,226,1,151.26
24121,218,1,-8.410004
24124,218,1,315.13
24133,216,1,100.84
24141,215,1,0
24172,204,2,1267.22
24178,173,4,1641.1699
24189,187,1,1046.22
24206,197,1,352.94
24208,195,1,264.71
24231,187,1,987.39
24236,186,1,226.89
24239,172,2,1674.79
24246,169,1,282.35
24247,182,1,63.03
24268,120,2,760.5
24271,176,1,117.65
24273,176,1,689.07996
24301,74,4,188.65
24305,170,1,678.15
24324,166,2,173.95
24347,166,1,336.13
24352,165,1,33.61
24353,165,1,415.96997
24360,165,1,148.74
24367,163,1,-8.409996
24372,162,1,235.3
24374,162,1,705.89
24405,156,1,95.8
24407,155,1,181.51999
24410,155,1,221.85
24416,153,1,79.83
24420,153,1,294.96
24426,151,1,1550
24436,141,2,254.62
24442,124,2,736.97003
24450,146,1,83.19
24476,71,2,216.81
24483,140,1,393.28
24486,140,1,278.99
24489,139,1,88.24
24494,135,1,0
24496,135,1,2533.61
24500,134,1,176.47
24504,134,1,105.04
24530,126,1,613.45
24531,126,1,105.04
24534,125,1,93.28
24543,124,1,138.66
24547,124,1,117.65
24575,107,2,306.72
24586,88,2,1134.47
24595,109,1,105.04
24599,107,1,201.68
24602,106,1,94.54
24605,96,2,323.53
24614,97,1,1255.46
